,SPY,GLD,AGG,DBC
2006-03-02,88.60743713378906,56.7400016784668,52.30189895629883,18.75699806213379
2006-03-03,88.19644927978516,56.279998779296875,52.19695281982422,18.931413650512695
2006-03-06,87.79232788085938,55.22999954223633,51.9084587097168,18.630159378051758
2006-03-07,87.65531921386719,54.95000076293945,52.03959274291992,18.30512237548828
2006-03-08,87.84025573730469,53.970001220703125,52.06587600708008,18.011795043945312
2006-03-09,87.25115966796875,54.2400016784668,51.99763488769531,18.194129943847656
2006-03-10,88.08000183105469,53.83000183105469,52.01862716674805,18.114858627319336
2006-03-13,88.24440002441406,54.310001373291016,52.113067626953125,18.35268783569336
2006-03-14,89.1690902709961,54.869998931884766,52.286136627197266,18.622228622436523
2006-03-15,89.56636810302734,55.119998931884766,52.14451217651367,18.416109085083008
2006-03-16,89.75130462646484,55.34000015258789,52.364830017089844,18.574665069580078
2006-03-17,89.82627868652344,55.119998931884766,52.249446868896484,18.487459182739258
2006-03-20,89.68184661865234,55.16999816894531,52.22846221923828,18.106929779052734
2006-03-21,89.11795806884766,54.83000183105469,52.092044830322266,18.17034912109375
2006-03-22,89.6612777709961,54.75,52.1865119934082,18.138639450073242
2006-03-23,89.47557067871094,54.70000076293945,52.14451217651367,18.447816848754883
2006-03-24,89.5443344116211,55.709999084472656,52.233699798583984,18.408180236816406
2006-03-27,89.41366577148438,56.38999938964844,52.27562713623047,18.519168853759766
2006-03-28,88.863525390625,56.060001373291016,52.14451217651367,18.75699806213379
2006-03-29,89.4205322265625,57.06999969482422,52.03959274291992,18.88384437561035
2006-03-30,89.26239776611328,58.599998474121094,51.80353546142578,19.11374855041504
2006-03-31,89.28302001953125,58.099998474121094,51.97663879394531,18.97897720336914
2006-04-03,89.21424102783203,58.470001220703125,51.925559997558594,19.066181182861328
2006-04-04,89.7850341796875,58.33000183105469,51.99403762817383,18.963119506835938
2006-04-05,90.09446716308594,58.65999984741211,52.0308723449707,19.0820369720459
2006-04-06,89.99819946289062,59.279998779296875,51.98876190185547,19.42293357849121
2006-04-07,89.08360290527344,58.59000015258789,51.81498336791992,19.335725784301758
2006-04-10,89.22112274169922,59.599998474121094,51.7675666809082,19.692472457885742
2006-04-11,88.46466064453125,59.0099983215332,51.87289810180664,19.771751403808594
2006-04-12,88.62966918945312,59.43000030517578,51.82550811767578,19.73211097717285
2006-04-13,88.51282501220703,59.5,51.72019577026367,19.858957290649414
2006-04-17,88.47843170166016,61.09000015258789,51.80446243286133,20.07300567626953
2006-04-18,89.88133239746094,61.849998474121094,51.7675666809082,20.33462142944336
2006-04-19,90.0531997680664,63.75,51.81498336791992,20.53281021118164
2006-04-20,90.1769790649414,60.959999084472656,51.7359733581543,20.294981002807617
2006-04-21,90.19075012207031,63.20000076293945,51.7307243347168,20.72307586669922
2006-04-24,90.02571868896484,61.650001525878906,51.925559997558594,20.310832977294922
2006-04-25,89.65434265136719,62.779998779296875,51.751800537109375,20.374256134033203
2006-04-26,89.67499542236328,63.650001525878906,51.66224670410156,20.294981002807617
2006-04-27,90.10823059082031,62.959999084472656,51.78337097167969,19.97787094116211
2006-04-28,90.41083526611328,65.08999633789062,51.89921569824219,20.310832977294922
2006-05-01,89.67499542236328,65.16000366210938,51.69570541381836,20.53281021118164
2006-05-02,90.34892272949219,66.55000305175781,51.748600006103516,20.770645141601562
2006-05-03,90.01195526123047,66.45999908447266,51.71155548095703,20.398040771484375
2006-05-04,90.33514404296875,67.4800033569336,51.68513488769531,20.152278900146484
2006-05-05,91.13290405273438,67.98999786376953,51.780250549316406,20.374256134033203
2006-05-08,91.02288055419922,67.55999755859375,51.81726837158203,20.318761825561523
2006-05-09,91.20166778564453,69.68000030517578,51.79086685180664,20.635873794555664
2006-05-10,91.15353393554688,70.37999725341797,51.73270797729492,21.15117645263672
2006-05-11,90.0531997680664,71.02999877929688,51.70100784301758,21.357297897338867
2006-05-12,88.87725067138672,71.12000274658203,51.58998489379883,21.285947799682617
2006-05-15,89.05606842041016,67.41000366210938,51.62168502807617,20.56452178955078
2006-05-16,88.9254379272461,68.61000061035156,51.87544631958008,20.627944946289062
2006-05-17,87.23371124267578,68.1500015258789,51.72742462158203,20.596233367919922
2006-05-18,86.79356384277344,67.45999908447266,51.944175720214844,20.604162216186523
2006-05-19,87.40562438964844,65.58000183105469,51.93359375,20.152278900146484
2006-05-22,86.73856353759766,65.30000305175781,51.944175720214844,20.310832977294922
2006-05-23,86.07838439941406,66.37999725341797,51.80146026611328,20.627944946289062
2006-05-24,86.76602935791016,64.05999755859375,51.8120002746582,20.10471534729004
2006-05-25,87.83885192871094,64.69999694824219,51.806705474853516,20.453533172607422
2006-05-26,88.28585815429688,65.0999984741211,52.02872848510742,20.6517276763916
2006-05-30,86.71794891357422,65.11000061035156,51.91244888305664,20.540739059448242
2006-05-31,87.68757629394531,64.2300033569336,51.7961311340332,20.23155975341797
2006-06-01,88.52651977539062,62.560001373291016,51.755271911621094,19.98579978942871
2006-06-02,88.71224212646484,63.5,52.15330505371094,20.382184982299805
2006-06-05,87.41938018798828,63.290000915527344,51.98344802856445,20.326690673828125
2006-06-06,87.2061996459961,62.54999923706055,52.121456146240234,20.152278900146484
2006-06-07,86.55284118652344,62.279998779296875,51.95697021484375,20.01750946044922
2006-06-08,86.47722625732422,60.90999984741211,52.1320686340332,19.8034610748291
2006-06-09,86.20213317871094,60.45000076293945,52.20639419555664,19.835172653198242
2006-06-12,85.26688385009766,60.029998779296875,52.04718017578125,19.597341537475586
2006-06-13,84.27658081054688,55.91999816894531,52.19574737548828,19.066181182861328
2006-06-14,84.92990112304688,55.619998931884766,51.9993896484375,19.058256149291992
2006-06-15,86.73169708251953,57.31999969482422,51.91448211669922,19.264375686645508
2006-06-16,86.09964752197266,57.68000030517578,51.882659912109375,19.304014205932617
2006-06-19,85.42273712158203,56.36000061035156,51.744667053222656,18.947261810302734
2006-06-20,85.71282196044922,57.29999923706055,51.77652359008789,19.10582160949707
2006-06-21,86.34831237792969,58.33000183105469,51.79243087768555,19.383289337158203
2006-06-22,85.96839904785156,57.72999954223633,51.56953811645508,19.375364303588867
2006-06-23,85.95458984375,57.9900016784668,51.59606170654297,19.335725784301758
2006-06-26,86.33448791503906,58.279998779296875,51.44743347167969,19.549776077270508
2006-06-27,85.58850860595703,57.68000030517578,51.590782165527344,19.621124267578125
2006-06-28,86.168701171875,57.540000915527344,51.53770446777344,19.541845321655273
2006-06-29,87.90936279296875,59.52000045776367,51.7181510925293,19.969942092895508
2006-06-30,87.9162826538086,61.22999954223633,51.71278381347656,20.057147979736328
2006-07-03,88.27544403076172,62.18000030517578,51.79165267944336,20.588306427001953
2006-07-05,87.77122497558594,62.5,51.63716125488281,20.42974853515625
2006-07-06,88.02681732177734,63.02000045776367,51.68513107299805,20.56452178955078
2006-07-07,87.45348358154297,62.630001068115234,51.876930236816406,20.413894653320312
2006-07-10,87.6192855834961,62.02000045776367,51.924903869628906,20.271198272705078
2006-07-11,88.00607299804688,63.810001373291016,52.01013946533203,20.71514892578125
2006-07-12,87.0666732788086,64.91999816894531,52.04212951660156,20.9212703704834
2006-07-13,85.65067291259766,65.55000305175781,52.08475112915039,20.913345336914062
2006-07-14,85.3191146850586,65.8499984741211,52.15400314331055,21.008472442626953
2006-07-17,85.19479370117188,63.95000076293945,52.04212951660156,20.53281021118164
2006-07-18,85.62995147705078,62.900001525878906,52.00481414794922,20.405969619750977
2006-07-19,86.8180160522461,64.02999877929688,52.207275390625,20.47731590270996
2006-07-20,86.22399139404297,62.540000915527344,52.26056671142578,20.263269424438477
2006-07-21,85.61614990234375,61.709999084472656,52.228572845458984,20.207775115966797
2006-07-24,87.17720031738281,61.13999938964844,52.30855941772461,20.294981002807617
2006-07-25,87.48799896240234,61.54999923706055,52.26588821411133,20.12057113647461
2006-07-26,87.60542297363281,62.0,52.297889709472656,19.98579978942871
2006-07-27,87.5225601196289,62.900001525878906,52.38312530517578,20.374256134033203
2006-07-28,88.39974975585938,63.11000061035156,52.495033264160156,20.302906036376953
2006-07-31,88.3099594116211,63.15999984741211,52.43109130859375,20.501100540161133
2006-08-01,87.87484741210938,64.31999969482422,52.55898666381836,20.596233367919922
2006-08-02,88.46886444091797,64.75,52.58037567138672,20.873701095581055
2006-08-03,88.70368194580078,64.12000274658203,52.59109878540039,20.675506591796875
2006-08-04,88.5517349243164,64.27999877929688,52.756954193115234,20.6517276763916
2006-08-07,88.34452819824219,64.5,52.762271881103516,20.976762771606445
2006-08-08,88.00607299804688,63.970001220703125,52.762271881103516,20.68343734741211
2006-08-09,87.70903015136719,64.62999725341797,52.80509567260742,20.71514892578125
2006-08-10,87.97845458984375,63.25,52.77832794189453,20.445606231689453
2006-08-11,87.72980499267578,62.709999084472656,52.6873893737793,20.24741554260254
2006-08-14,87.79887390136719,62.25,52.628517150878906,20.057147979736328
2006-08-15,88.84876251220703,62.0099983215332,52.756954193115234,20.088857650756836
2006-08-16,89.58782958984375,62.4900016784668,52.933502197265625,19.87481117248535
2006-08-17,89.81578063964844,61.029998779296875,52.938873291015625,19.565628051757812
2006-08-18,90.27167510986328,61.040000915527344,52.97636032104492,19.668691635131836
2006-08-21,89.8848648071289,62.439998626708984,53.104705810546875,19.827241897583008
2006-08-22,89.87793731689453,62.04999923706055,53.11542510986328,19.795534133911133
2006-08-23,89.62928771972656,61.83000183105469,53.09402847290039,19.58941078186035
2006-08-24,89.55330657958984,61.75,53.08871078491211,19.87481117248535
2006-08-25,89.6637954711914,61.77000045776367,53.14216232299805,19.86688232421875
2006-08-28,90.09204864501953,61.0,53.09402847290039,19.557701110839844
2006-08-29,90.1957015991211,60.939998626708984,53.11542510986328,19.525989532470703
2006-08-30,90.25093078613281,61.41999816894531,53.19573211669922,19.819316864013672
2006-08-31,90.23712158203125,62.290000915527344,53.26527404785156,19.819316864013672
2006-09-01,90.77588653564453,62.13999938964844,53.272274017333984,19.77967643737793
2006-09-05,90.94857788085938,63.36000061035156,53.207786560058594,19.74796485900879
2006-09-06,90.14730834960938,62.86000061035156,53.218509674072266,19.644906997680664
2006-09-07,89.73291015625,61.25,53.20238494873047,19.581485748291016
2006-09-08,89.98847961425781,60.63999938964844,53.272274017333984,19.42293357849121
2006-09-11,90.07823944091797,58.5,53.234580993652344,18.97104835510254
2006-09-12,90.96237182617188,58.31999969482422,53.36358642578125,18.669795989990234
2006-09-13,91.3284912109375,58.619998931884766,53.40653610229492,18.622228622436523
2006-09-14,91.33534240722656,57.189998626708984,53.33132553100586,18.51124382019043
2006-09-15,91.54977416992188,57.400001525878906,53.315162658691406,18.455747604370117
2006-09-18,91.67462921142578,58.22999954223633,53.30448532104492,18.677724838256836
2006-09-19,91.44572448730469,56.91999816894531,53.42801284790039,18.400251388549805
2006-09-20,91.93135833740234,57.2599983215332,53.48708724975586,18.289262771606445
2006-09-21,91.48728942871094,57.95000076293945,53.71809005737305,18.606372833251953
2006-09-22,91.20983123779297,58.5,53.75031661987305,18.39232635498047
2006-09-25,91.91057586669922,58.5,53.8577766418457,18.431964874267578
2006-09-26,92.67367553710938,58.7400016784668,53.85238265991211,18.51124382019043
2006-09-27,92.7846450805664,59.810001373291016,53.83084487915039,18.788711547851562
2006-09-28,92.75,59.790000915527344,53.84699249267578,18.9393367767334
2006-09-29,92.67367553710938,59.470001220703125,53.80403137207031,18.986906051635742
2006-10-02,92.3267822265625,59.150001525878906,53.85470199584961,18.780784606933594
2006-10-03,92.52103424072266,57.11000061035156,53.84394836425781,18.471599578857422
2006-10-04,93.60335540771484,56.369998931884766,54.0543098449707,18.606372833251953
2006-10-05,93.78369140625,56.91999816894531,53.88715362548828,18.709436416625977
2006-10-06,93.66575622558594,56.9900016784668,53.687503814697266,18.780784606933594
2006-10-09,93.72125244140625,57.20000076293945,53.80082321166992,19.304014205932617
2006-10-10,93.84619903564453,57.0,53.590431213378906,18.788711547851562
2006-10-11,93.73515319824219,56.880001068115234,53.53108596801758,18.535022735595703
2006-10-12,94.54680633544922,57.4900016784668,53.585025787353516,18.74114418029785
2006-10-13,94.78971099853516,58.56999969482422,53.4501838684082,19.14546012878418
2006-10-16,94.93537139892578,59.16999816894531,53.5364875793457,19.311941146850586
2006-10-17,94.63702392578125,58.650001525878906,53.61739730834961,19.327796936035156
2006-10-18,94.76190185546875,58.59000015258789,53.68212890625,19.01861572265625
2006-10-19,94.91455078125,59.40999984741211,53.655181884765625,19.335725784301758
2006-10-20,94.93537139892578,58.779998779296875,53.63899230957031,19.066181182861328
2006-10-23,95.37242889404297,57.7599983215332,53.48260498046875,19.10582160949707
2006-10-24,95.65687561035156,58.16999816894531,53.5418815612793,19.240591049194336
2006-10-25,95.9829330444336,58.7599983215332,53.67137145996094,19.581485748291016
2006-10-26,96.2812728881836,59.290000915527344,53.85470199584961,19.446712493896484
2006-10-27,95.67768859863281,59.400001525878906,53.962642669677734,19.50220489501953
2006-10-30,95.60828399658203,59.900001525878906,53.97343063354492,19.29608917236328
2006-10-31,95.5944595336914,60.2400016784668,54.17295837402344,19.17717170715332
2006-11-01,94.9492416381836,61.36000061035156,54.26615905761719,19.42293357849121
2006-11-02,94.89374542236328,61.91999816894531,54.20658874511719,19.280231475830078
2006-11-03,94.72721099853516,62.29999923706055,53.92491912841797,19.518062591552734
2006-11-06,95.79561614990234,61.88999938964844,53.92491912841797,19.858957290649414
2006-11-07,96.16331481933594,62.040000915527344,54.06036376953125,19.81138801574707
2006-11-08,96.37150573730469,61.11000061035156,54.20658874511719,19.78760528564453
2006-11-09,95.86502838134766,62.95000076293945,54.22279739379883,20.04922103881836
2006-11-10,95.90662384033203,62.4900016784668,54.34199905395508,19.62904930114746
2006-11-13,96.14250946044922,62.189998626708984,54.27705383300781,19.486352920532227
2006-11-14,96.8640365600586,61.630001068115234,54.35280990600586,19.541845321655273
2006-11-15,97.14154052734375,61.84000015258789,54.24990463256836,19.692472457885742
2006-11-16,97.39129638671875,61.310001373291016,54.2011604309082,19.20095443725586
2006-11-17,97.4190902709961,61.779998779296875,54.34199905395508,19.438783645629883
2006-11-20,97.47453308105469,61.77000045776367,54.379920959472656,19.367435455322266
2006-11-21,97.57166290283203,62.27000045776367,54.45037841796875,19.549776077270508
2006-11-22,97.76592254638672,62.5,54.52617263793945,19.621124267578125
2006-11-24,97.37049102783203,63.5,54.542449951171875,19.89066505432129
2006-11-27,96.03150939941406,63.70000076293945,54.51532745361328,19.94615936279297
2006-11-28,96.44778442382812,63.56999969482422,54.6616096496582,20.001651763916016
2006-11-29,97.4537353515625,63.15999984741211,54.58036804199219,20.255340576171875
2006-11-30,97.495361328125,64.38999938964844,54.74825668334961,20.43767738342285
2006-12-01,97.28033447265625,64.12000274658203,54.85053253173828,20.42974853515625
2006-12-04,98.0226058959961,64.12000274658203,54.90488815307617,20.33462142944336
2006-12-05,98.44585418701172,63.810001373291016,54.87222671508789,20.398040771484375
2006-12-06,98.36254119873047,62.689998626708984,54.828731536865234,20.128498077392578
2006-12-07,97.93243408203125,62.72999954223633,54.779823303222656,20.057147979736328
2006-12-08,98.11279296875,62.04999923706055,54.66559600830078,19.89859390258789
2006-12-11,98.39723205566406,62.56999969482422,54.65475845336914,19.930301666259766
2006-12-12,98.3209457397461,62.52000045776367,54.80699157714844,19.89859390258789
2006-12-13,98.42501831054688,62.47999954223633,54.63840866088867,19.906522750854492
2006-12-14,99.29224395751953,62.119998931884766,54.56226348876953,20.136425018310547
2006-12-15,99.30132293701172,61.0,54.55141067504883,20.23155975341797
2006-12-18,99.02922058105469,61.040000915527344,54.58406448364258,19.874197006225586
2006-12-19,99.21759033203125,61.79999923706055,54.62207794189453,20.109731674194336
2006-12-20,99.16181182861328,61.619998931884766,54.60030746459961,20.15033721923828
2006-12-21,98.79898071289062,61.380001068115234,54.70909118652344,19.947290420532227
2006-12-22,98.19205474853516,61.650001525878906,54.660179138183594,20.101606369018555
2006-12-26,98.77108764648438,61.97999954223633,54.64385223388672,19.792980194091797
2006-12-27,99.41989135742188,62.220001220703125,54.4959602355957,19.73612403869629
2006-12-28,99.21063995361328,62.900001525878906,54.42496109008789,19.8823184967041
2006-12-29,98.79898071289062,63.209999084472656,54.41951370239258,19.96353530883789
2007-01-03,98.6246337890625,62.279998779296875,54.53416061401367,19.330032348632812
2007-01-04,98.83387756347656,61.650001525878906,54.64874267578125,18.82647705078125
2007-01-05,98.04550170898438,60.16999816894531,54.610557556152344,18.761503219604492
2007-01-08,98.49898529052734,60.47999954223633,54.64329528808594,18.858963012695312
2007-01-09,98.4153060913086,60.849998474121094,54.64329528808594,18.69652557373047
2007-01-10,98.74317932128906,60.59000015258789,54.58323287963867,18.420381546020508
2007-01-11,99.17575073242188,60.630001068115234,54.47959899902344,18.39601707458496
2007-01-12,99.92916870117188,62.16999816894531,54.40312957763672,18.82647705078125
2007-01-16,99.73382568359375,61.970001220703125,54.47415542602539,18.39601707458496
2007-01-17,99.77571105957031,62.63999938964844,54.441322326660156,18.558456420898438
2007-01-18,99.4407730102539,62.2599983215332,54.51776123046875,18.363529205322266
2007-01-19,99.63616943359375,63.0,54.4959602355957,18.63967514038086
2007-01-22,99.32923126220703,62.720001220703125,54.52326202392578,18.65591812133789
2007-01-23,99.62224578857422,64.2300033569336,54.41951370239258,19.248811721801758
2007-01-24,100.42450714111328,64.33000183105469,54.40312957763672,19.086374282836914
2007-01-25,99.24547576904297,64.05999755859375,54.3321533203125,18.915815353393555
2007-01-26,99.1548080444336,64.16999816894531,54.326698303222656,19.151348114013672
2007-01-29,99.09895324707031,63.77000045776367,54.2557487487793,18.761503219604492
2007-01-30,99.615234375,64.22000122070312,54.3376579284668,19.281299591064453
2007-01-31,100.28496551513672,64.83000183105469,54.38128662109375,19.484346389770508
2007-02-01,100.88494873046875,65.22000122070312,54.41036605834961,19.411251068115234
2007-02-02,101.02440643310547,64.27999877929688,54.487091064453125,19.66302490234375
2007-02-05,101.0523681640625,64.30999755859375,54.57476806640625,19.598052978515625
2007-02-06,101.08027648925781,64.79000091552734,54.6788215637207,19.50058937072754
2007-02-07,101.30352020263672,64.62999725341797,54.74462127685547,19.265056610107422
2007-02-08,101.17095184326172,65.5199966430664,54.77750778198242,19.711759567260742
2007-02-09,100.41751861572266,66.12000274658203,54.651485443115234,19.833589553833008
2007-02-12,100.07565307617188,65.66999816894531,54.596656799316406,19.459980010986328
2007-02-13,100.91986083984375,65.83999633789062,54.59120178222656,19.817344665527344
2007-02-14,101.58255767822266,66.37000274658203,54.799415588378906,19.5493221282959
2007-02-15,101.71514129638672,66.41000366210938,54.8761100769043,19.5493221282959
2007-02-16,101.66629028320312,66.36000061035156,54.914493560791016,19.890438079833984
2007-02-20,101.88256072998047,65.30999755859375,54.9419059753418,19.6711483001709
2007-02-21,101.84070587158203,67.3499984741211,54.936431884765625,20.093486785888672
2007-02-22,101.7639389038086,67.1500015258789,54.82678985595703,20.36962890625
2007-02-23,101.36631774902344,67.72000122070312,54.95832824707031,20.49957847595215
2007-02-26,101.27561950683594,68.0999984741211,55.07892608642578,20.556434631347656
2007-02-27,97.32001495361328,65.41000366210938,55.303585052490234,20.166584014892578
2007-02-28,98.31761932373047,66.4800033569336,55.26523208618164,20.47521209716797
2007-03-01,98.02462005615234,65.81999969482422,55.25642776489258,20.329021453857422
2007-03-02,96.74099731445312,63.709999084472656,55.37194061279297,20.1422176361084
2007-03-05,95.82011413574219,62.93000030517578,55.338951110839844,19.841707229614258
2007-03-06,97.45953369140625,64.1500015258789,55.300411224365234,20.02851104736328
2007-03-07,97.36187744140625,64.30000305175781,55.344459533691406,20.304655075073242
2007-03-08,98.18511199951172,64.4800033569336,55.29494857788086,20.337141036987305
2007-03-09,98.21297454833984,64.25,55.14088821411133,20.06911849975586
2007-03-12,98.3594970703125,64.37000274658203,55.311431884765625,19.8823184967041
2007-03-13,96.44798278808594,63.720001220703125,55.45444107055664,19.728004455566406
2007-03-14,97.16655731201172,63.939998626708984,55.388431549072266,19.768611907958984
2007-03-15,97.29910278320312,63.97999954223633,55.32795333862305,19.64678192138672
2007-03-16,97.026611328125,64.62000274658203,55.333404541015625,19.69551658630371
2007-03-19,98.19631958007812,64.73999786376953,55.29494857788086,19.792980194091797
2007-03-20,98.73564910888672,65.2699966430664,55.34994125366211,19.817344665527344
2007-03-21,100.36054992675781,65.81999969482422,55.42144012451172,19.849830627441406
2007-03-22,100.28350830078125,65.76000213623047,55.31692123413086,20.174705505371094
2007-03-23,100.43057250976562,65.1500015258789,55.23992156982422,20.18282699584961
2007-03-26,100.29743957519531,65.83999633789062,55.20687484741211,20.272167205810547
2007-03-27,100.05937194824219,65.69999694824219,55.21791076660156,20.329021453857422
2007-03-28,99.33092498779297,66.05000305175781,55.245418548583984,20.523948669433594
2007-03-29,99.43598175048828,65.6500015258789,55.157386779785156,20.92191505432129
2007-03-30,99.45700073242188,65.73999786376953,55.157386779785156,20.613283157348633
2007-04-02,99.56910705566406,65.8499984741211,55.228614807128906,20.41023826599121
2007-04-03,100.64070892333984,65.83000183105469,55.17341995239258,20.329021453857422
2007-04-04,100.75276184082031,66.80999755859375,55.23417663574219,20.556434631347656
2007-04-05,101.02593994140625,66.86000061035156,55.1844482421875,20.597042083740234
2007-04-09,101.16597747802734,66.52999877929688,54.97456359863281,20.385875701904297
2007-04-10,101.28507995605469,67.16000366210938,55.05745315551758,20.67013931274414
2007-04-11,100.87185668945312,67.08000183105469,55.02431106567383,20.637651443481445
2007-04-12,101.32013702392578,66.98999786376953,55.09056854248047,20.759477615356445
2007-04-13,101.78239440917969,67.83999633789062,55.00221633911133,20.873184204101562
2007-04-16,102.7488784790039,68.4000015258789,55.11268997192383,20.710750579833984
2007-04-17,103.02204895019531,68.0,55.27283477783203,20.49957847595215
2007-04-18,103.14813232421875,68.37999725341797,55.35564422607422,20.507699966430664
2007-04-19,103.12014770507812,67.52999877929688,55.33354187011719,20.450849533081055
2007-04-20,104.09367370605469,68.69999694824219,55.30595016479492,20.73511505126953
2007-04-23,103.7014389038086,68.26000213623047,55.36112594604492,20.873184204101562
2007-04-24,103.74344635009766,67.7300033569336,55.38880157470703,20.588918685913086
2007-04-25,104.6960220336914,67.88999938964844,55.410858154296875,20.99501609802246
2007-04-26,104.81512451171875,66.87000274658203,55.30595016479492,20.84882164001465
2007-04-27,104.73107147216797,67.55999755859375,55.29492950439453,20.954402923583984
2007-04-30,103.862548828125,67.08999633789062,55.48268508911133,20.767601013183594
2007-05-01,104.12869262695312,66.69000244140625,55.45054244995117,20.808210372924805
2007-05-02,104.73804473876953,66.66000366210938,55.4671745300293,20.645774841308594
2007-05-03,105.30538940429688,67.48999786376953,55.406192779541016,20.743236541748047
2007-05-04,105.70462799072266,68.19000244140625,55.478267669677734,20.702625274658203
2007-05-07,105.72562408447266,68.25,55.53368377685547,20.605165481567383
2007-05-08,105.58550262451172,67.87999725341797,55.47270965576172,20.47521209716797
2007-05-09,105.87271118164062,67.44999694824219,55.406192779541016,20.36962890625
2007-05-10,104.76608276367188,66.0,55.50043487548828,20.288410186767578
2007-05-11,105.66262817382812,66.44999694824219,55.38954162597656,20.588918685913086
2007-05-14,105.43143463134766,66.27999877929688,55.40066146850586,20.515819549560547
2007-05-15,105.45946502685547,66.54000091552734,55.378482818603516,20.718868255615234
2007-05-16,106.18087005615234,65.5999984741211,55.38954162597656,20.515819549560547
2007-05-17,105.97076416015625,65.05999755859375,55.29533004760742,20.686384201049805
2007-05-18,106.89525604248047,65.5199966430664,55.134544372558594,20.653894424438477
2007-05-21,106.83926391601562,65.66999816894531,55.245418548583984,20.856943130493164
2007-05-22,106.75519561767578,65.19999694824219,55.134544372558594,20.556434631347656
2007-05-23,106.76924133300781,65.54000091552734,55.09016799926758,20.653894424438477
2007-05-24,105.80268859863281,64.75,55.112369537353516,20.540189743041992
2007-05-25,106.24391174316406,64.94000244140625,55.08464050292969,20.791967391967773
2007-05-29,106.62911987304688,65.06999969482422,55.029197692871094,20.337141036987305
2007-05-30,107.49766540527344,64.72000122070312,55.0956916809082,20.53207015991211
2007-05-31,107.38558959960938,65.54000091552734,54.973785400390625,20.718868255615234
2007-06-01,107.91787719726562,66.44000244140625,54.916996002197266,20.873184204101562
2007-06-04,107.93187713623047,66.54000091552734,54.9837760925293,21.059988021850586
2007-06-05,107.50463104248047,66.37000274658203,54.82783889770508,20.97876739501953
2007-06-06,106.34892272949219,66.41000366210938,54.85015869140625,20.97064971923828
2007-06-07,104.42986297607422,65.26000213623047,54.47149658203125,21.07623291015625
2007-06-08,105.78862762451172,64.22000122070312,54.404720306396484,20.702625274658203
2007-06-11,105.97076416015625,64.69999694824219,54.44370651245117,21.100597381591797
2007-06-12,104.81512451171875,64.0999984741211,54.120765686035156,21.043745040893555
2007-06-13,106.38400268554688,64.52999877929688,54.204280853271484,21.3117618560791
2007-06-14,107.06342315673828,64.5999984741211,54.310062408447266,21.514812469482422
2007-06-15,107.67253875732422,64.8499984741211,54.50495529174805,21.644760131835938
